date,portfolio,spy
2020-01-02,100000.0,100000.0
2020-01-03,100000.0,99242.77403269001
2020-01-06,100000.0,99621.387016345
2020-01-07,100000.0,99341.27497152708
2020-01-08,100000.0,99870.71751777634
2020-01-09,100000.0,100547.91147228121
2020-01-10,100000.0,100258.5649644473
2020-01-13,100000.0,100948.07153630683
2020-01-14,100000.0,100794.1638193739
2020-01-15,100000.0,101021.94724043463
2020-01-16,100581.05,101862.28337488841
2020-01-17,101042.6166,102179.33327177024
2020-01-21,102182.26589999998,101979.25323975744
2020-01-22,102628.575,101991.56585711206
2020-01-23,104236.5462,102108.53572198111
2020-01-24,103295.24519999999,101200.48019207682
2020-01-27,100988.35059999999,99578.29285560378
2020-01-28,102975.13279999999,100621.78717640902
2020-01-29,102284.1682,100538.67700926524
2020-01-30,104082.86,100864.96136916305
2020-01-31,102222.41639999999,99033.45953766121
2020-02-03,108577.1271,99769.1384246006
2020-02-04,114676.26539999999,101289.74666789793
2020-02-05,109594.0929,102459.44531658817
2020-02-06,109571.1497,102804.19860251794
2020-02-07,109641.73809999999,102256.28713023671
2020-02-10,111814.06109999999,103019.66940622403
2020-02-11,112444.2237,103198.20235786622
2020-02-12,113496.6159,103863.08369501647
2020-02-13,113890.8599,103752.27013882477
2020-02-14,115592.14399999999,103918.49047311232
2020-02-18,119023.2618,103650.69104564903
2020-02-19,122681.93579999999,104146.27389417305
2020-02-20,120838.674,103718.41044109952
2020-02-21,117483.4368,102650.290885585
2020-02-24,111002.38289999998,99245.85218702865
2020-02-25,108741.17159999999,96238.49539815926
2020-02-26,109246.4297,95884.50764921353
2020-02-27,108824.7497,91578.16972943023
2020-02-28,108674.6697,91193.40043709791
2020-03-02,109347.78970000001,95142.67245359681
2020-03-03,108660.1097,92418.50586388401
2020-03-04,109501.2297,96303.13663927109
2020-03-05,108884.6697,93101.8561270662
2020-03-06,108671.30970000001,91562.77895773693
2020-03-09,107412.42970000001,84412.22642903315
2020-03-10,108400.2697,88780.12743558962
2020-03-11,107604.5097,84452.2424354357
2020-03-12,105662.9897,76372.08729645704
2020-03-13,105662.9897,82900.85264875181
2020-03-16,105662.9897,73829.5318127251
2020-03-17,105662.9897,77815.7416812879
2020-03-18,105662.9897,73875.70412780497
2020-03-19,105662.9897,74032.68999907655
2020-03-20,105662.9897,70428.1712685074
2020-03-23,105662.9897,68627.45098039215
2020-03-24,105662.9897,74845.3227444824
2020-03-25,105662.9897,75965.77092375411
2020-03-26,105662.9897,80401.39132576107
2020-03-27,105662.9897,78006.58725028473
2020-03-30,105662.9897,80539.90827100069
2020-03-31,105662.9897,79339.42807892387
2020-04-01,105662.9897,75768.76904607996
2020-04-02,105662.9897,77517.16071043802
2020-04-03,105662.9897,76396.71253116631
2020-04-06,105662.9897,81527.99581371009
2020-04-07,105662.9897,81611.10598085388
2020-04-08,105662.9897,84350.66334225997
2020-04-09,105662.9897,85634.25370148059
2020-04-13,105662.9897,84852.40249946133
2020-04-14,105662.9897,87354.94197679072
2020-04-15,105662.9897,85498.81491057962
2020-04-16,105662.9897,85911.28759195987
2020-04-17,105662.9897,88232.2159633084
2020-04-20,105662.9897,86677.74802228583
2020-04-21,105662.9897,84045.92606273279
2020-04-22,105662.9897,85911.28759195987
2020-04-23,105662.9897,85905.13128328255
2020-04-24,105662.9897,87102.53332102073
2020-04-27,105662.9897,88358.4202911934
2020-04-28,105662.9897,87952.10391849047
2020-04-29,105662.9897,90254.56336380704
2020-04-30,105662.9897,89414.22722935327
2020-05-01,105662.9897,87047.12654292487
2020-05-04,105662.9897,87287.22258134023
2020-05-05,105662.9897,88093.69901806877
2020-05-06,105662.9897,87496.537076369
2020-05-07,105662.9897,88552.34401452889
2020-05-08,105662.9897,90017.54547973035
2020-05-11,105662.9897,90036.0144057623
2020-05-12,104037.51340000001,88241.45042632437
2020-05-13,102432.4659,86680.82617662451
2020-05-14,103764.621,87718.16418875243
2020-05-15,105305.46440000001,88121.40240711668
2020-05-18,107159.586,90805.55299042694
2020-05-19,107235.35,89872.87222581341
2020-05-20,109945.79490000001,91399.63677778804
2020-05-21,109706.83820000001,90768.61513836303
2020-05-22,110619.43870000001,90940.99178132792
2020-05-26,109625.1358,92061.43996059963
2020-05-27,108964.3049,93431.21864130266
2020-05-28,108146.13190000001,93258.84199833781
2020-05-29,109999.1134,93674.39283405669
2020-06-01,112295.94430000002,94053.0058177117
2020-06-02,112211.3177,94831.7788653923
2020-06-03,111935.92670000001,96093.82214424231
2020-06-04,110570.53700000001,95841.41348847232
2020-06-05,112850.7822,98297.78065072182
2020-06-08,114452.27720000001,99485.94822544402
2020-06-09,116233.1375,98744.11302982732
2020-06-10,119678.4642,98193.12340320744
2020-06-11,113837.4689,92532.39757441438
2020-06-12,113979.3227,93640.53313633145
2020-06-15,116701.70850000001,94514.72896851048
2020-06-16,117464.19600000001,96333.91818265767
2020-06-17,118164.4335,95933.75811863207
2020-06-18,118204.68490000001,95970.69597069596
2020-06-19,118241.2267,95004.15550835719
2020-06-22,119732.8295,95613.63006741158
2020-06-23,120687.18750000001,96053.80613783975
2020-06-24,117510.15740000001,93603.59528426755
2020-06-25,119344.83420000001,94607.07359867025
2020-06-26,114184.38590000001,92360.0209314495
2020-06-29,116964.77320000001,93717.4869947979
2020-06-30,120543.4697,94917.96718687475
2020-07-01,122892.2992,95582.84852402499
2020-07-02,125310.3192,96109.2129159356
2020-07-06,131592.9787,97592.88330716902
2020-07-07,131967.6928,96586.32683842766
2020-07-08,133234.0589,97325.08387970572
2020-07-09,135071.7282,96771.01609874719
2020-07-10,139103.8497,97759.10364145658
2020-07-13,135798.046,96912.61119832547
2020-07-14,137688.0582,98168.49816849816
2020-07-15,138202.23419999998,99070.39738972513
2020-07-16,136577.5121,98744.11302982732
2020-07-17,136829.9317,99030.38138332257
2020-07-20,142621.84579999998,99830.70151137377
2020-07-21,139519.213,100043.09416074122
2020-07-22,140406.80169999998,100612.55271339304
2020-07-23,135181.5417,99412.07252131621
2020-07-24,132608.2714,98771.81641887524
2020-07-27,137328.8047,99492.10453412135
2020-07-28,134173.1834,98861.08289469634
2020-07-29,136390.9044,100076.95385846646
2020-07-30,137091.4452,99719.88795518206
2020-07-31,139328.81949999998,100507.89546587865
2020-08-03,142100.1319,101206.63650075416
2020-08-04,142539.9818,101597.56210176377
2020-08-05,142754.8828,102228.58374118878
2020-08-06,145853.32799999998,102911.93400437098
2020-08-07,144097.192,102985.80970849878
2020-08-10,143043.61049999998,103293.62514236463
2020-08-11,139436.75019999998,102440.97639055621
2020-08-12,142564.54690000002,103869.24000369379
2020-08-13,143346.3702,103681.4725890356
2020-08-14,143443.9782,103684.55074337428
2020-08-17,145450.2782,104013.91325761074
2020-08-18,146179.2795,104238.61852433281
2020-08-19,145775.7227,103804.59876258195
2020-08-20,148062.9022,104127.8049681411
2020-08-21,151118.23070000001,104497.18348878012
2020-08-24,151887.4349,105556.06858127867
2020-08-25,153996.6032,105925.44710191769
2020-08-26,157090.3492,106987.41034875489
2020-08-27,154360.9129,107221.35007849293
2020-08-28,156396.3875,107913.9348046911
2020-08-31,159648.2077,107523.00920368147
2020-09-01,163104.7912,108535.72198110013
2020-09-02,164592.9537,110105.58069381598
2020-09-03,153662.73070000001,106316.37270292733
2020-09-04,151044.7937,105448.33317942561
2020-09-08,144167.76520000002,102567.1807184412
2020-09-09,145844.33419999998,104592.60627327854
2020-09-10,144013.1102,102776.49521347
2020-09-11,142826.6032,102828.8238372272
2020-09-14,142684.2642,104183.21174623695
2020-09-15,143649.5912,104709.57613814756
2020-09-16,142483.6622,104294.02530242866
2020-09-17,141307.6472,103376.73530950841
2020-09-18,141525.4352,101779.17320774462
2020-09-21,141401.9792,100646.4124111183
2020-09-22,140526.8462,101671.43780589159
2020-09-23,137015.4192,99313.57158247914
2020-09-24,137083.5882,99578.29285560378
2020-09-25,137397.3122,101188.16757472219
2020-09-28,138166.9622,102868.83984362976
2020-09-29,137944.1302,102308.6157539939
2020-09-30,137948.5282,103084.31064733585
2020-10-01,138262.2522,103746.11383014744
2020-10-02,137399.5112,102761.1044417767
2020-10-05,138079.0022,104583.37181026257
2020-10-06,137923.6062,103096.6232646905
2020-10-07,138125.9142,104891.18724412842
2020-10-08,138608.9612,105820.7898544033
2020-10-09,138855.9822,106765.78323637147
2020-10-12,139275.9912,108483.39335734294
2020-10-13,139207.0892,107775.41785945147
2020-10-14,139119.8622,107098.22390494659
2020-10-15,139092.7412,106965.86326838427
2020-10-16,138998.9172,106901.22202727245
2020-10-19,138787.8132,105275.95653646074
2020-10-20,138877.2392,105697.66368085696
2020-10-21,138515.1372,105497.58364884416
2020-10-22,138611.8932,106076.27666451196
2020-10-23,138564.2482,106436.42072213501
2020-10-26,137854.7042,104469.4800997322
2020-10-27,137602.5522,104109.33604210915
2020-10-28,136694.3652,100550.98962661989
2020-10-29,137266.1052,101572.93686705451
2020-10-30,136871.7512,100514.05177455599
2020-11-02,136990.49719999998,101640.656262505
2020-11-03,137174.4802,103435.22024194292
2020-11-04,137971.2512,105746.9141502755
2020-11-05,139161.6432,107809.27755717671
2020-11-06,139143.3182,107784.65232246745
2020-11-09,138770.9542,109139.0402314772
2020-11-10,137861.3012,108978.97620586696
2020-11-11,138798.8082,109788.53079693415
2020-11-12,138379.53220000002,108723.4893957583
2020-11-13,139064.4942,110228.70686736233
2020-11-16,139626.9557,111604.6418567427
2020-11-17,139425.39419999998,111004.40176070428
2020-11-18,139110.50919999997,109668.48277772647
2020-11-19,139652.29869999998,110130.20592852526
2020-11-20,139245.0392,109376.05811555391
2020-11-23,139381.3092,110031.70498968818
2020-11-24,140311.58519999997,111804.7218887555
2020-11-25,140212.4267,111632.34524579062
2020-11-27,140858.9172,111943.23883399513
2020-11-30,141554.6431,111447.65598547111
2020-12-01,143430.07809999998,112666.60510357989
2020-12-02,143321.7145,112903.6229876566
2020-12-03,143530.4032,112872.84144427002
2020-12-04,145232.8411,113845.53821528611
2020-12-07,147758.0276,113611.59848554806
2020-12-08,148089.15649999998,113944.03915412318
2020-12-09,143517.5502,112922.09191368855
2020-12-10,144343.7657,112885.15406162465
2020-12-11,143698.7651,112752.79342506234
2020-12-14,146234.91,112247.97611352232
2020-12-15,147233.3732,113765.50620248099
2020-12-16,147753.5986,113944.03915412318
2020-12-17,149117.7567,114581.2171022255
2020-12-18,150923.946,113639.30187459599
2020-12-21,148244.58109999998,113232.98550189307
2020-12-22,148049.328,113042.13993289623
2020-12-23,147012.68649999998,113143.71902607197
2020-12-24,148556.88509999998,113583.89509650014
2020-12-28,149484.1211,114559.6700218549
2020-12-29,148736.857,114341.12106381013
2020-12-30,150357.0127,114504.26324375904
2020-12-31,151236.6382,115086.0344137655
2021-01-04,150606.4795,113519.2538553883
2021-01-05,151440.7995,114301.10505740758
2021-01-06,150494.6932,114984.45532058977
2021-01-07,157553.1152,116692.83097854526
2021-01-08,160980.7626,117357.7123156955
2021-01-11,158038.1695,116566.62665066027
2021-01-12,159472.6585,116591.25188536954
2021-01-13,158737.53869999998,116905.2236279127
2021-01-14,158067.9225,116495.82910087111
2021-01-15,155962.15649999998,115646.25850340136
2021-01-19,158165.0925,116554.31403330562
2021-01-20,158411.6297,118167.2669067627
2021-01-21,159375.0717,118275.00230861575
2021-01-22,159704.0417,117856.3733185582
2021-01-25,161657.20059999998,118321.17462369562
2021-01-26,161871.8167,118136.48536337612
2021-01-27,157805.9657,115249.17659371441
2021-01-28,157010.0035,116240.34229076246
2021-01-29,155096.56559999997,113913.2576107366
2021-02-01,157210.02349999998,115809.40068335026
2021-02-02,158716.1056,117446.97879151661
2021-02-03,157889.5435,117539.32342167637
2021-02-04,157674.9056,118875.24240465417
2021-02-05,157777.2035,119343.12186413027
2021-02-08,158288.21349999998,120205.00507895465
2021-02-09,157650.6977,120124.97306614954
2021-02-10,155612.1377,120072.64444239234
2021-02-11,155924.49769999998,120266.56816572783
2021-02-12,156128.1756,120860.65195308892
2021-02-16,155219.4135,120755.99470557453
2021-02-17,155307.54559999998,120783.69809462246
2021-02-18,154815.7156,120269.64632006649
2021-02-19,154538.0577,120057.25367069905
2021-02-22,151487.5335,119133.80736910149
2021-02-23,151487.5335,119278.48062301843
2021-02-24,151487.5335,120592.85252562564
2021-02-25,151487.5335,117687.07482993197
2021-02-26,151487.5335,117080.67842521623
2021-03-01,151487.5335,119918.73672545941
2021-03-02,151487.5335,118982.97780650722
2021-03-03,151487.5335,117406.96278511404
2021-03-04,151487.5335,115954.07393726721
2021-03-05,151487.5335,118087.23489395757
2021-03-08,151487.5335,117499.3074152738
2021-03-09,151487.5335,119176.90152984271
2021-03-10,151487.5335,119918.73672545941
